canonical_smiles,molecule_chembl_id,standard_type,type,value,bioactivity_class,MW,LogP,NumHDonors,NumHAcceptors,pIC50
CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,CHEMBL94,IC50,IC50,31.0,active,275.352,1.7739,1.0,4.0,7.508638306165727
CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,CHEMBL94,IC50,IC50,35.0,active,275.352,1.7739,1.0,4.0,7.455931955649724
CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(CCc3ccccc3)[C@@H]1N2C,CHEMBL75729,IC50,IC50,150.0,active,365.477,3.3868000000000027,1.0,4.0,6.823908740944319
CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(CCc3ccccc3)[C@@H]1N2C,CHEMBL75729,IC50,IC50,220.0,active,365.477,3.3868000000000027,1.0,4.0,6.657577319177793
COc1ccc(NC(=O)Oc2ccc3c(c2)[C@]2(C)CCN(C)[C@@H]2N3C)cc1,CHEMBL74950,IC50,IC50,230.0,active,367.4490000000001,3.675200000000002,1.0,5.0,6.638272163982407
COc1ccc(NC(=O)Oc2ccc3c(c2)[C@]2(C)CCN(C)[C@@H]2N3C)cc1,CHEMBL74950,IC50,IC50,350.0,active,367.4490000000001,3.675200000000002,1.0,5.0,6.455931955649724
CCCCCCCCNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,CHEMBL74107,IC50,IC50,15.0,active,373.54100000000017,4.5046000000000035,1.0,4.0,7.823908740944319
CCCCCCCCNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,CHEMBL74107,IC50,IC50,16.0,active,373.54100000000017,4.5046000000000035,1.0,4.0,7.795880017344075
CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,CHEMBL94,IC50,IC50,22000.0,inactive,275.352,1.7739,1.0,4.0,4.657577319177793
CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,CHEMBL94,IC50,IC50,25000.0,inactive,275.352,1.7739,1.0,4.0,4.6020599913279625
CC(=O)N1C(=O)[C@@H](C)[C@@H]2[C@@H]1CCN2C(=O)[C@@H]1CCCN1S(=O)(=O)c1cccc2c(N(C)C)cccc12,CHEMBL301610,IC50,IC50,100.0,inactive,512.6320000000002,2.053200000000001,0.0,6.0,4.0
CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(Cc3ccccc3)[C@@H]1N2C,CHEMBL74257,IC50,IC50,190.0,active,351.45,3.3443000000000023,1.0,4.0,6.721246399047171
CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(Cc3ccccc3)[C@@H]1N2C,CHEMBL74257,IC50,IC50,330.0,active,351.45,3.3443000000000023,1.0,4.0,6.481486060122113
C=CCN1CC[C@@]2(C)c3cc(OC(=O)NC)ccc3N(C)[C@@H]12,CHEMBL307721,IC50,IC50,32.0,active,301.39000000000004,2.3301000000000007,1.0,4.0,7.494850021680094
C=CCN1CC[C@@]2(C)c3cc(OC(=O)NC)ccc3N(C)[C@@H]12,CHEMBL307721,IC50,IC50,45.0,active,301.39000000000004,2.3301000000000007,1.0,4.0,7.346787486224656
CN1CC[C@@]2(C)c3cc(OC(=O)NC(C)(C)C)ccc3N(C)[C@@H]12,CHEMBL308503,IC50,IC50,32000.0,inactive,317.43300000000005,2.9426000000000014,1.0,4.0,4.494850021680094
CN1CC[C@@]2(C)c3cc(OC(=O)NC(C)(C)C)ccc3N(C)[C@@H]12,CHEMBL308503,IC50,IC50,23000.0,inactive,317.43300000000005,2.9426000000000014,1.0,4.0,4.638272163982407
CN(C)C(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,CHEMBL308043,IC50,IC50,310.0,active,289.37899999999996,2.1161000000000003,0.0,4.0,6.508638306165727
CN(C)C(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,CHEMBL308043,IC50,IC50,210.0,active,289.37899999999996,2.1161000000000003,0.0,4.0,6.6777807052660805
CN1CC[C@@]2(C)c3cc(OC(=O)Nc4ccccc4)ccc3N(C)[C@@H]12,CHEMBL74926,IC50,IC50,36.0,active,337.42300000000006,3.6666000000000025,1.0,4.0,7.443697499232712
CN1CC[C@@]2(C)c3cc(OC(=O)Nc4ccccc4)ccc3N(C)[C@@H]12,CHEMBL74926,IC50,IC50,21.0,active,337.42300000000006,3.6666000000000025,1.0,4.0,7.6777807052660805
COc1ccc(C(=O)n2cc(/C=C3\CN(Cc4ccccc4)CCC3=O)c3ccccc32)cc1,CHEMBL340542,IC50,IC50,70.0,inactive,450.5380000000002,5.196800000000005,0.0,5.0,4.154901959985743
O=C1CCN(Cc2ccccc2)C/C1=C\c1cccn1C(=O)c1ccccc1,CHEMBL128894,IC50,IC50,30.0,inactive,370.4520000000001,4.035000000000004,0.0,4.0,4.522878745280337
O=C1/C(=C/c2ccc[nH]2)CN(Cc2ccccc2)C/C1=C\c1ccc[nH]1,CHEMBL340866,IC50,IC50,18.0,inactive,343.43,3.894700000000002,2.0,2.0,4.7447274948966935
N#Cc1ccc(C(=O)n2cc(/C=C3\CN(Cc4ccccc4)CCC3=O)c3ccccc32)cc1,CHEMBL337002,IC50,IC50,20.0,inactive,445.5220000000002,5.059880000000004,0.0,5.0,4.698970004336019
O=C1/C(=C/c2cc[nH]c2)CN(Cc2ccccc2)C/C1=C\c1cc[nH]c1,CHEMBL422971,IC50,IC50,6.0,intermediate,343.43,3.894700000000002,2.0,2.0,5.221848749616356
O=C1CCN(Cc2ccccc2)C/C1=C\c1c[nH]c2ccc(OCc3ccccc3)cc12,CHEMBL340854,IC50,IC50,25.0,inactive,422.5280000000002,5.605300000000005,1.0,3.0,4.6020599913279625
O=C1CCN(Cc2ccccc2)C/C1=C\c1cn(C(=O)c2ccc(Cl)cc2)c2ccccc12,CHEMBL340599,IC50,IC50,50.0,inactive,454.9570000000001,5.841600000000005,0.0,4.0,4.301029995663981
O=C1CCN(Cc2ccccc2)C/C1=C\c1cn(C(=O)c2ccc([N+](=O)[O-])cc2)c2ccccc12,CHEMBL128292,IC50,IC50,50.0,inactive,465.5090000000002,5.0964000000000045,0.0,6.0,4.301029995663981
CN1CCC(C2Cc3ccccc3C2=O)CC1,CHEMBL348318,IC50,IC50,3300.0,intermediate,229.32299999999995,2.383400000000001,0.0,2.0,5.481486060122113
CN1CCC(CCCC2Cc3ccccc3C2=O)CC1,CHEMBL263322,IC50,IC50,1.5,active,271.40400000000005,3.5537000000000027,0.0,2.0,8.823908740944319
COc1ccc2[nH]cc(/C=C3\CN(Cc4ccccc4)CCC3=O)c2c1,CHEMBL340216,IC50,IC50,6.0,intermediate,346.4300000000001,4.034900000000003,1.0,3.0,5.221848749616356
O=C1CCN(Cc2ccccc2)C/C1=C\c1cn(C(=O)c2ccc(F)cc2)c2ccccc12,CHEMBL131286,IC50,IC50,60.0,inactive,438.5020000000001,5.327300000000005,0.0,4.0,4.221848749616356
COc1ccc2c(c1)c(/C=C1\CN(Cc3ccccc3)CCC1=O)cn2C(=O)c1ccccc1,CHEMBL131318,IC50,IC50,80.0,inactive,450.53800000000024,5.196800000000004,0.0,5.0,4.096910013008056
O=C1CCN(Cc2ccccc2)C/C1=C\c1cn(S(=O)(=O)c2ccccc2)c2ccccc12,CHEMBL132494,IC50,IC50,,intermediate,456.5670000000002,4.736700000000004,0.0,5.0,
CC(C)(C)OC(=O)n1cc(/C=C2\CN(Cc3ccccc3)CCC2=O)c2ccccc21,CHEMBL340929,IC50,IC50,30.0,inactive,416.5210000000002,5.282900000000005,0.0,5.0,4.522878745280337
CN1CCN(CC2Cc3ccccc3C2=O)CC1,CHEMBL156157,IC50,IC50,94.0,active,244.33799999999997,1.289,0.0,3.0,7.026872146400302
CC(=O)n1cc(/C=C2\CN(Cc3ccccc3)CCC2=O)c2ccccc21,CHEMBL129684,IC50,IC50,11.0,inactive,358.4410000000001,4.159800000000003,0.0,4.0,4.958607314841775
COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,CHEMBL502,IC50,IC50,0.04,active,379.50000000000017,4.361100000000004,0.0,4.0,7.3979400086720375
CC1CCN(Cc2cccc3ccccc23)CC1,CHEMBL155121,IC50,IC50,220.0,active,239.36199999999997,4.071700000000003,0.0,1.0,6.657577319177793
CN1CCC(C[C@@H]2Cc3ccccc3C2=O)CC1,CHEMBL153865,IC50,IC50,5.3,active,243.34999999999997,2.773500000000001,0.0,2.0,8.275724130399212
CN1CCC(CC2=Cc3ccccc3C2)CC1,CHEMBL157410,IC50,IC50,4400.0,intermediate,227.35099999999997,3.3580000000000023,0.0,1.0,5.356547323513812
CN1CCC(CC/C=C2\Cc3ccccc3C2=O)CC1,CHEMBL155945,IC50,IC50,0.82,active,269.388,3.4738000000000024,0.0,2.0,9.086186147616283
CC1CCN(Cc2ccccc2)CC1,CHEMBL158232,IC50,IC50,5.3,active,189.30199999999996,2.9185000000000016,0.0,1.0,8.275724130399212
O=C1CCN(Cc2ccccc2)C/C1=C\c1ccc[nH]1,CHEMBL340409,IC50,IC50,11.0,inactive,266.344,2.873100000000001,1.0,2.0,4.958607314841775
O=C1CCN(Cc2ccccc2)C/C1=C\c1ccn(C(=O)c2ccccc2)c1,CHEMBL335329,IC50,IC50,30.0,inactive,370.4520000000001,4.035000000000004,0.0,4.0,4.522878745280337
CC1CCN(C(=O)c2ccccc2)CC1,CHEMBL155768,IC50,IC50,10000.0,inactive,203.28499999999997,2.558700000000001,0.0,1.0,5.0
O=C1CCN(Cc2ccccc2)C/C1=C\c1cn(C(=O)c2ccccc2)c2ccccc12,CHEMBL130831,IC50,IC50,70.0,inactive,420.5120000000001,5.188200000000005,0.0,4.0,4.154901959985743
CN1CCC(/C=C/C=C2\Cc3ccccc3C2=O)CC1,CHEMBL155746,IC50,IC50,3.0,active,267.37199999999996,3.2498000000000022,0.0,2.0,8.522878745280337
CC1CCN(Cc2ccccc2[N+](=O)[O-])CC1,CHEMBL347354,IC50,IC50,160.0,active,234.29899999999995,2.8267000000000007,0.0,3.0,6.795880017344075
Cc1[nH]c(C)c(/C=C2\CN(Cc3ccccc3)CCC2=O)c1C=O,CHEMBL130738,IC50,IC50,30.0,inactive,322.4080000000001,3.3024400000000025,1.0,3.0,4.522878745280337
Cc1ccccc1CN1CCC(C)CC1,CHEMBL158174,IC50,IC50,10.0,active,203.32899999999995,3.2269200000000016,0.0,1.0,8.0
CC1CCN(CC2CCCCC2)CC1,CHEMBL345241,IC50,IC50,8.9,active,195.34999999999994,3.298600000000002,0.0,1.0,8.050609993355087
CC1CCN(CC2Cc3ccccc3C2=O)CC1,CHEMBL156763,IC50,IC50,480.0,active,243.34999999999997,2.773500000000001,0.0,2.0,6.318758762624412
CC1CCN(CCc2ccccc2)CC1,CHEMBL343237,IC50,IC50,180.0,active,203.32899999999998,2.961000000000001,0.0,1.0,6.7447274948966935
CN1CCC(C[C@H]2Cc3ccccc3C2=O)CC1,CHEMBL345905,IC50,IC50,7.7,active,243.34999999999997,2.773500000000001,0.0,2.0,8.113509274827518
CN(C)C(=O)Oc1cccc([N+](C)(C)C)c1.[Br-],CHEMBL54126,IC50,IC50,0.6,active,303.19999999999993,-1.052299999999998,0.0,2.0,6.221848749616356
O=C1CCN(Cc2ccccc2)C/C1=C\c1c[nH]c2ccccc12,CHEMBL128172,IC50,IC50,8.0,intermediate,316.40400000000005,4.026300000000003,1.0,2.0,5.096910013008056
CN1CCC(=C2Cc3ccccc3C2=O)CC1,CHEMBL157017,IC50,IC50,1200.0,intermediate,227.30699999999996,2.4476000000000004,0.0,2.0,5.920818753952375
CC1CCN(Cc2ccc3ccccc3c2)CC1,CHEMBL155128,IC50,IC50,2900.0,intermediate,239.36199999999997,4.071700000000003,0.0,1.0,5.5376020021010435
O=C1CCN(Cc2ccccc2)C/C1=C\c1cn(C(=O)c2ccccc2)c2ccc(OCc3ccccc3)cc12,CHEMBL132009,IC50,IC50,,intermediate,526.6360000000002,6.767200000000006,0.0,5.0,
CN1CCC(CCN2C(=O)c3ccccc3C2=O)CC1,CHEMBL345847,IC50,IC50,0.9,active,272.34800000000007,2.0145,0.0,3.0,9.045757490560675
CN1CCC(CCC2C(=O)Nc3ccccc3C2=O)CC1,CHEMBL158252,IC50,IC50,4.2,active,286.3750000000001,2.5596000000000005,1.0,3.0,8.3767507096021
CN1CCC(/C=C2\Cc3ccccc3C2=O)CC1,CHEMBL156874,IC50,IC50,8.4,active,241.33399999999997,2.693600000000001,0.0,2.0,8.075720713938118
Nc1c2c(nc3ccccc13)CCCC2,CHEMBL95,IC50,IC50,0.18,active,198.26899999999992,2.695800000000001,1.0,2.0,6.7447274948966935
O=C1CCN(Cc2ccccc2)C/C1=C\c1cc[nH]c1,CHEMBL341251,IC50,IC50,6.0,intermediate,266.344,2.873100000000001,1.0,2.0,5.221848749616356
O=C1CCN(Cc2ccccc2)C/C1=C\c1cn(Cc2ccccc2)c2ccccc12,CHEMBL445124,IC50,IC50,100.0,inactive,406.5290000000001,5.548000000000005,0.0,3.0,4.0
c1ccc(CN2CCC(CCc3nccc4ccccc34)CC2)cc1,CHEMBL92142,IC50,Log IC50(nM),2.342,active,330.47500000000014,5.079600000000005,0.0,2.0,6.657992070982661
CN(CCCCCNc1ccc(-c2ccccc2)nn1)Cc1ccccc1.Cl,CHEMBL553187,IC50,IC50,0.93,active,396.96600000000007,5.279600000000006,1.0,4.0,6.031517051446065
Cc1ccc(NC(=O)Oc2ccc3c(c2)[C@]2(C)CCN(C)[C@@H]2N3C)cc1,CHEMBL130956,IC50,IC50,140.0,active,351.45000000000005,3.9750200000000024,1.0,4.0,6.853871964321762
c1ccc(CN2CCC(CCc3noc4cc(N5CCOCC5)ccc34)CC2)cc1,CHEMBL93936,IC50,Log IC50(nM),-0.097,active,405.54200000000026,4.509200000000004,0.0,5.0,9.097018600202498
CCc1cccc(CC)c1NC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,CHEMBL335167,IC50,IC50,1500.0,intermediate,393.5310000000002,4.791400000000004,1.0,4.0,5.823908740944319
c1ccc(CN2CCC(CNc3noc4ccccc34)CC2)cc1,CHEMBL92629,IC50,Log IC50(nM),2.505,active,321.42400000000015,4.151900000000003,1.0,4.0,6.49499933607313
CC(C)c1ccccc1NC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,CHEMBL130270,IC50,IC50,15.0,active,379.50400000000013,4.7900000000000045,1.0,4.0,7.823908740944319
Cc1cccc(C)c1NC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,CHEMBL340867,IC50,IC50,785.0,active,365.47700000000015,4.283440000000003,1.0,4.0,6.105130343254747
Brc1ccc2c(CCC3CCN(Cc4ccccc4)CC3)noc2c1,CHEMBL330004,IC50,Log IC50(nM),1.699,active,399.33200000000005,5.435100000000005,0.0,3.0,7.301029995663981
O=C(Nc1ccc2c(CCC3CCN(Cc4ccccc4)CC3)noc2c1)c1ccccc1,CHEMBL93123,IC50,Log IC50(nM),0.973,active,439.55900000000014,5.924900000000005,1.0,4.0,8.027010773144651
Nc1ccc2c(CCC3CCN(Cc4ccccc4)CC3)noc2c1,CHEMBL420625,IC50,Log IC50(nM),1.301,active,335.45100000000014,4.254800000000004,1.0,4.0,7.698970004336019
c1ccc(CN2CCC(CCc3noc4ccccc34)CC2)cc1,CHEMBL92460,IC50,Log IC50(nM),1.74,active,320.4360000000001,4.6726000000000045,0.0,3.0,7.26003230324049
CCc1ccccc1NC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,CHEMBL340391,IC50,IC50,10.0,active,365.47700000000015,4.229000000000004,1.0,4.0,8.0
O=S(=O)(Nc1ccc2c(CCC3CCN(Cc4ccccc4)CC3)noc2c1)c1ccccc1,CHEMBL92955,IC50,Log IC50(nM),1.146,active,475.61400000000015,5.473400000000005,1.0,5.0,7.853871964321762
COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,CHEMBL502,IC50,IC50,0.016,active,379.50000000000017,4.361100000000004,0.0,4.0,7.795880017344075
Cc1cc(C)cc(NC(=O)Oc2ccc3c(c2)[C@]2(C)CCN(C)[C@@H]2N3C)c1,CHEMBL131210,IC50,IC50,78.0,active,365.47700000000015,4.283440000000003,1.0,4.0,7.107905397309519
C(=C/C1CCN(Cc2ccccc2)CC1)\c1noc2ccccc12,CHEMBL126939,IC50,Log IC50(nM),2.322,active,318.42,4.753200000000004,0.0,3.0,6.678008252452735
c1ccc(CN2CCC(CCc3ncnc4ccccc34)CC2)cc1,CHEMBL329531,IC50,Log IC50(nM),2.532,active,331.46300000000014,4.474600000000004,0.0,3.0,6.467997690417565
COc1ccc2c(CCC3CCN(Cc4ccccc4)CC3)noc2c1,CHEMBL418955,IC50,Log IC50(nM),0.919,active,350.4620000000001,4.681200000000004,0.0,4.0,8.08097423541264
CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,CHEMBL94,IC50,Log IC50(nM),1.278,active,275.352,1.7739,1.0,4.0,7.721932669111338
CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,CHEMBL94,IC50,IC50,28.0,active,275.352,1.7739,1.0,4.0,7.552841968657781
NC(=O)c1ccc2c(CCC3CCN(Cc4ccccc4)CC3)noc2c1,CHEMBL92663,IC50,Log IC50(nM),0.944,active,363.46100000000007,3.771500000000003,1.0,4.0,8.056011124926227
COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,CHEMBL502,IC50,Log IC50(nM),0.903,active,379.50000000000017,4.361100000000004,0.0,4.0,8.097018600202498
Cc1cccc(NC(=O)Oc2ccc3c(c2)[C@]2(C)CCN(C)[C@@H]2N3C)c1,CHEMBL131598,IC50,IC50,28.0,active,351.4500000000001,3.9750200000000033,1.0,4.0,7.552841968657781
Cl.c1ccc(-c2ccc(NCCCCCN3CCc4ccccc4C3)nn2)cc1,CHEMBL543711,IC50,IC50,47.0,inactive,408.9770000000001,5.205900000000004,1.0,4.0,4.327902142064283
Cc1cccc(NC(=O)Oc2ccc3c(c2)[C@]2(C)CCN(C)[C@@H]2N3C)c1C,CHEMBL335962,IC50,IC50,23.0,active,365.47700000000015,4.283440000000004,1.0,4.0,7.638272163982407
CN(C(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C)c1ccccc1,CHEMBL131825,IC50,IC50,690.0,active,351.45000000000005,3.6909000000000027,0.0,4.0,6.161150909262744
COc1cccc2c(CCC3CCN(Cc4ccccc4)CC3)noc12,CHEMBL93619,IC50,Log IC50(nM),0.851,active,350.4620000000001,4.681200000000004,0.0,4.0,8.14898639317633
CNC(=O)Oc1cc2c(cc1C)N(C)[C@H]1N(C)CC[C@@]21C,CHEMBL134251,IC50,IC50,10000.0,inactive,289.3790000000001,2.08232,1.0,4.0,5.0
Cc1ccc(C)c(NC(=O)Oc2ccc3c(c2)[C@]2(C)CCN(C)[C@@H]2N3C)c1,CHEMBL337675,IC50,IC50,26.0,active,365.47700000000015,4.283440000000003,1.0,4.0,7.585026652029182
COc1ccc2onc(CCC3CCN(Cc4ccccc4)CC3)c2c1,CHEMBL94186,IC50,Log IC50(nM),0.857,active,350.46200000000005,4.681200000000005,0.0,4.0,8.143029566517507
Oc1ccc2c(CCC3CCN(Cc4ccccc4)CC3)noc2c1,CHEMBL92463,IC50,Log IC50(nM),1.415,active,336.4350000000001,4.378200000000004,1.0,4.0,7.585026652029182
Nc1c2c(nc3ccccc13)CCCC2,CHEMBL95,IC50,Log IC50(nM),2.431,active,198.26899999999992,2.695800000000001,1.0,2.0,6.5690063480624525
Cc1ccc(NC(=O)Oc2ccc3c(c2)[C@]2(C)CCN(C)[C@@H]2N3C)c(C)c1,CHEMBL335220,IC50,IC50,14.0,active,365.4770000000001,4.283440000000003,1.0,4.0,7.853871964321762
Cc1cc(C)c(NC(=O)Oc2ccc3c(c2)[C@]2(C)CCN(C)[C@@H]2N3C)c(C)c1,CHEMBL130363,IC50,IC50,1300.0,intermediate,379.50400000000013,4.591860000000004,1.0,4.0,5.886056647693163
c1ccc(CN2CCC(CCc3n[nH]c4ccccc34)CC2)cc1,CHEMBL92958,IC50,Log IC50(nM),2.079,active,319.4520000000001,4.407700000000004,1.0,2.0,6.9209997476961505
Cc1ccc(NC(=O)Oc2ccc3c(c2)[C@]2(C)CCN(C)[C@@H]2N3C)cc1C,CHEMBL130672,IC50,IC50,31.0,active,365.4770000000001,4.283440000000003,1.0,4.0,7.508638306165727
c1ccc(CN2CCC(COc3noc4ccccc34)CC2)cc1,CHEMBL94059,IC50,Log IC50(nM),3.412,intermediate,322.40800000000013,4.118800000000004,0.0,4.0,5.588000032061663
CN1CC[C@@]2(C)c3cc(OC(=O)Nc4ccccc4)ccc3N(C)[C@@H]12,CHEMBL74926,IC50,IC50,22.0,active,337.42300000000006,3.6666000000000025,1.0,4.0,7.657577319177793
Cc1cc2c(cc1OC(=O)Nc1ccccc1)[C@]1(C)CCN(C)[C@@H]1N2C,CHEMBL132531,IC50,IC50,260.0,active,351.45000000000016,3.9750200000000033,1.0,4.0,6.585026652029182
CN(C)Cc1cc2c(cc1OC(=O)Nc1ccccc1)[C@]1(C)CCN(C)[C@@H]1N2C,CHEMBL132285,IC50,IC50,2500.0,intermediate,394.5190000000002,3.728200000000003,1.0,5.0,5.6020599913279625
Cc1ccc2onc(CCC3CCN(Cc4ccccc4)CC3)c2c1,CHEMBL433379,IC50,Log IC50(nM),0.892,active,334.4630000000001,4.981020000000005,0.0,3.0,8.108016769148033
CC(C)c1ccc(NC(=O)Oc2ccc3c(c2)[C@]2(C)CCN(C)[C@@H]2N3C)cc1,CHEMBL129837,IC50,IC50,760.0,active,379.50400000000013,4.7900000000000045,1.0,4.0,6.119186407719209
c1ccc(CN2CCC(CCc3nsc4ccccc34)CC2)cc1,CHEMBL328102,IC50,Log IC50(nM),1.99,active,336.50400000000013,5.141100000000005,0.0,3.0,7.010016541698601
Cc1ccccc1NC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,CHEMBL130458,IC50,IC50,10.0,active,351.4500000000001,3.9750200000000033,1.0,4.0,8.0
CN(C)C(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,CHEMBL308043,IC50,IC50,210.0,active,289.37899999999996,2.1161000000000003,0.0,4.0,6.6777807052660805
Nc1c2c(nc3ccccc13)CCCC2,CHEMBL95,IC50,IC50,0.095,active,198.26899999999992,2.695800000000001,1.0,2.0,7.022276394711152
N#Cc1ccc2c(CCC3CCN(Cc4ccccc4)CC3)noc2c1,CHEMBL92775,IC50,Log IC50(nM),2.004,active,345.44600000000014,4.544280000000004,0.0,4.0,6.995979726746758
CC(=O)Nc1ccc2c(CCC3CCN(Cc4ccccc4)CC3)noc2c1,CHEMBL92736,IC50,Log IC50(nM),0.447,active,377.48800000000006,4.631000000000004,1.0,4.0,8.552997101533837
Cc1cc2onc(CCC3CCN(Cc4ccccc4)CC3)c2cc1C,CHEMBL91291,IC50,Log IC50(nM),0.763,active,348.4900000000002,5.289440000000005,0.0,3.0,8.237021509132257
Cl.Cl.c1ccc(CN2CCC(CCNc3ccc(-c4ccccc4)nn3)CC2)cc1,CHEMBL3215535,IC50,IC50,0.14,active,445.4380000000001,5.701400000000006,1.0,4.0,6.853871964321762
CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,CHEMBL94,IC50,IC50,128.0,active,275.352,1.7739,1.0,4.0,6.892790030352131
CCCCCCNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(CC)[C@@H]1C2,CHEMBL413765,IC50,IC50,20.0,active,344.4990000000002,4.263300000000004,1.0,3.0,7.698970004336019
CCCCCCNC(=O)Oc1ccc2c(c1)[C@@]1(C)CCN(CC)[C@H]1C2,CHEMBL359198,IC50,IC50,233.0,active,344.4990000000002,4.263300000000004,1.0,3.0,6.632644078973981
CCCCNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)C1N2C,CHEMBL609671,IC50,IC50,1.52E-7,active,317.433,2.9442000000000013,1.0,4.0,6.818156412055227
CC(C)NC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)C1N2C,CHEMBL609672,IC50,IC50,0.000035,inactive,303.406,2.552500000000001,1.0,4.0,4.455931955649724
CCN(CC)C(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)C1N2C,CHEMBL612098,IC50,IC50,0.00004,inactive,317.433,2.896300000000001,0.0,4.0,4.3979400086720375
CN(C(=O)NCc1ccccc1)C(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)C1N2C,CHEMBL612099,IC50,IC50,0.0000063,intermediate,408.50200000000024,3.3961000000000023,1.0,5.0,5.200659450546418
CN(C)C(=O)Oc1cccc([N+](C)(C)C)c1.[Br-],CHEMBL54126,IC50,IC50,9.1E-8,active,303.19999999999993,-1.052299999999998,0.0,2.0,7.040958607678906
CN1CC[C@@]2(C)c3cc(OC(=O)NCc4ccccc4)ccc3N(C)C12,CHEMBL612100,IC50,IC50,4.6E-7,active,351.45000000000005,3.3443000000000023,1.0,4.0,6.337242168318426
CNC(=O)Oc1ccc2c(c1)[C@]1(C)CC[N+](C)(C)C1N2C.COS(=O)(=O)[O-],CHEMBL539109,IC50,IC50,3.4E-8,active,401.48500000000007,1.011500000000001,1.0,7.0,7.468521082957745
Nc1c2c(nc3ccccc13)CCCC2,CHEMBL95,IC50,IC50,7.6E-8,active,198.26899999999992,2.695800000000001,1.0,2.0,7.119186407719209
CN1CC[C@@]2(C)c3cc(OC(=O)Nc4ccc(Cl)cc4)ccc3N(C)C12,CHEMBL609409,IC50,IC50,0.0000018,intermediate,371.8680000000001,4.320000000000003,1.0,4.0,5.7447274948966935
CN1CC[C@@]2(C)c3cc(OC(=O)Nc4ccccc4)ccc3N(C)C12,CHEMBL54727,IC50,IC50,3.5E-7,active,337.42300000000006,3.6666000000000025,1.0,4.0,6.455931955649724
CN(C)C(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)C1N2C,CHEMBL609149,IC50,IC50,9.7E-7,active,289.37899999999996,2.1161000000000003,0.0,4.0,6.013228265733755
CC[N+](C)(C)c1cccc(O)c1.[Br-],CHEMBL60745,IC50,IC50,7.8E-7,active,246.14799999999997,-1.0169999999999997,1.0,1.0,6.107905397309519
CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,CHEMBL94,IC50,IC50,5.7E-8,active,275.352,1.7739,1.0,4.0,7.2441251443275085
CCCCCCCCNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)C1N2C,CHEMBL609150,IC50,IC50,1.1E-7,active,373.54100000000017,4.5046000000000035,1.0,4.0,6.958607314841775
C=CC[N+](C)(C)c1ccc(CCC(=O)CCc2ccc([N+](C)(C)CC=C)cc2)cc1,CHEMBL140020,IC50,IC50,8E-9,active,406.6140000000001,5.3269000000000055,0.0,1.0,8.096910013008056
COc1ccc(NC(=O)Oc2ccc3c(c2)[C@]2(C)CCN(C)C2N3C)cc1,CHEMBL609668,IC50,IC50,0.0000017,intermediate,367.4490000000001,3.675200000000002,1.0,5.0,5.769551078621726
CNC(=O)Oc1cccc(CN(C)CCCCCCCCCOc2ccc3c(=O)c4ccccc4oc3c2)c1.Cl,CHEMBL542467,IC50,IC50,11.7,active,567.1260000000003,7.327700000000008,1.0,6.0,7.931814138253839
